id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,direccion_ip_origen,geolocalizacion,IS_FRAUD
3c1441cf-cc1,persona,34,ES,Normandía,2109,2523.25,967.7,1.98,0,9a94d412-dbd,activa,591.21,372.6,34522.98,658.38,4,1,27ab7c84-38a,activa,2025-12-03,166,500,0,sdv-id-XYQgkX,2026-02-20 01:26:47,0,0,3334147,2,169.66,3DS,1,d25bc533-ca32-4d,86.208.236.87,"53.5511,9.9937",0
cb1fe453-07f,persona,35,ES,Oeste,299,106.99,737.52,11.58,0,bf8f4ad9-ae3,suspendida,2946.15,2870.86,7292.38,235.45,2,1,40216196-e22,activa,2026-03-07,82,3000,0,sdv-id-SsPgSk,2026-02-21 04:25:06,0,0,81856,9,28.22,PIN,2,9ff37f7c-ab7a-4e,95.99.6.52,"40.4168,-3.7038",0
ce68002d-db7,persona,35,ES,Campania,2330,1184.62,717.08,1.74,0,19b5d3c9-000,activa,5574.4,4631.1,7996.97,435.98,9,3,a721c20e-00e,activa,2025-02-28,455,500,0,sdv-id-FlQkfY,2026-05-15 14:59:06,0,0,245500,3,152.28,PIN,2,9afbd8ea-8e67-44,86.241.105.12,"43.2965,5.3698",0
2369a2fd-bbd,persona,56,DE,Oeste,325,1668.82,194.41,1.7,0,f0827e5f-ef6,activa,283.49,254.77,12089.02,8078.04,4,2,6cac78cc-ff5,bloqueada,2025-02-03,480,2000,1,sdv-id-plfuyk,2026-02-18 01:42:48,0,0,1401192,5,223.85,huella,2,f9e329bd-69f1-42,86.10.89.149,"45.4642,9.1900",0
166ef66f-cb7,persona,35,ES,Lazio,222,1052.14,303.34,4.41,0,f82d0a45-5c0,activa,10128.26,11276.53,37779.42,1919.97,4,1,c7f76761-6f6,extraviada,2024-03-20,825,500,0,sdv-id-PtgMaP,2026-01-16 19:41:02,0,1,782708,0,520.61,3DS,2,f9012782-2a53-49,86.136.16.159,"48.1351,11.5820",0
eba6fd6d-004,empresa,76,DE,Norte,1965,1722.58,261.76,1.28,0,59e9b549-b51,activa,4243.02,4843.93,14622.85,8684.41,4,1,3e621c4b-9ea,activa,2023-02-18,1201,500,1,sdv-id-beTKpn,2025-12-29 08:35:45,0,0,4920,1,647.36,firma,2,6069c904-43e6-4d,90.72.185.248,"37.3891,-5.9845",0
a6955085-0d5,empresa,23,FR,Provence,3536,158.01,879.86,4.87,0,670fe3c3-cf2,activa,611.3,1284.31,11366.78,3651.44,8,1,dba359ca-fc1,activa,2025-07-15,303,1000,0,sdv-id-HSCgax,2026-02-02 11:31:06,0,0,6640607,0,286.03,firma,2,295dfd6a-4d74-43,86.185.197.142,"40.4168,-3.7038",0
057148c8-19c,persona,25,ES,Sur,2871,307.14,475.61,2.0,0,1e047459-6eb,activa,5338.09,3822.26,550.41,1282.97,9,2,704e5fc2-904,extraviada,2025-01-24,498,2000,0,sdv-id-pwqXzc,2026-03-16 17:57:50,1,0,473086,9,291.77,PIN,3,218d852a-9a30-42,86.16.115.23,"37.3891,-5.9845",1
5769e8a2-4b7,persona,65,ES,Este,1484,245.01,103.53,7.31,0,52cfbd73-7ea,activa,2688.35,3279.44,9621.86,14348.9,7,5,3ff3dda7-585,activa,2026-02-26,94,1000,0,sdv-id-ByqIjC,2026-04-27 03:20:28,0,0,14368631,1,568.18,firma,2,7e1c8077-9212-46,95.163.41.67,"40.4168,-3.7038",0
3da982ce-28a,persona,71,ES,Lombardía,1535,202.16,34.52,3.02,0,90be2a86-e41,activa,4394.05,2894.71,4394.52,20332.48,2,4,0497d831-672,activa,2022-11-24,1266,2000,1,sdv-id-Keslae,2026-03-04 13:10:39,0,0,130,2,2007.13,PIN,1,baeac260-45f1-44,86.104.93.5,"52.5200,13.4050",0
93112f8e-f4d,persona,80,IT,Oeste,528,445.63,344.01,2.31,0,ae9051c6-e3b,activa,917.25,605.12,2184.57,5213.34,8,1,69357709-ad2,activa,2022-08-16,1375,2000,0,sdv-id-hIQIJz,2026-04-14 14:02:04,0,0,3790947,0,11.26,huella,2,058c4524-5277-4d,86.161.51.83,"53.5511,9.9937",0
d2d03b4f-877,autónomo,72,ES,Hesse,3267,1268.95,190.13,4.4,1,fd7e293d-77d,activa,7394.17,8122.39,12080.23,25954.78,1,1,f83b32c1-203,activa,2023-10-26,955,1000,1,sdv-id-OkwVqt,2025-12-21 10:47:25,0,0,2323014,2,82.6,PIN,0,eb057dd6-d669-46,90.119.55.144,"39.4699,-0.3763",0
07a30e07-d00,persona,28,FR,Este,1523,159.62,1148.53,1.31,0,5ba108d1-225,activa,1033.25,1587.3,272.52,781.09,2,1,29ab760d-5d7,activa,2025-04-10,407,500,0,sdv-id-dExQgA,2025-11-29 00:53:41,0,0,465805,0,711.58,firma,1,f5192860-0ab5-44,86.69.244.124,"39.4699,-0.3763",0
caee537c-ad7,autónomo,38,IT,Baviera,881,486.56,467.75,1.24,0,499ab8cf-75b,activa,1897.23,1612.09,1600.12,13540.94,5,3,b3983792-82b,robada,2021-08-30,1725,1000,0,sdv-id-dqUzmz,2026-02-08 02:48:54,1,1,3696490,0,41.86,3DS,2,bc05fef8-0dae-4c,87.34.72.216,"37.3891,-5.9845",0
6ff3cb8c-826,persona,76,ES,Norte,2167,239.82,126.86,1.18,0,bfd10306-86e,activa,7594.12,7330.91,1317.09,4627.1,1,1,711cbd6a-b5d,bloqueada,2025-02-14,483,3000,0,sdv-id-yXxVuy,2026-03-18 12:35:32,0,1,4789930,0,17.35,PIN,1,a58fe554-0926-47,86.131.18.239,"45.4642,9.1900",0
8bb1d56f-215,persona,54,FR,Centro,2777,501.87,28.77,4.19,0,72d3aa08-bab,activa,6278.17,4920.43,9175.52,20792.58,1,4,9aab138c-701,activa,2021-12-08,1627,2000,0,sdv-id-kkEOpE,2026-04-04 17:47:53,1,1,261494,0,38.64,PIN,2,92a6c87c-487e-4c,86.73.55.60,"39.4699,-0.3763",0
858b0e1b-ba0,premium,32,ES,Norte,1704,510.04,116.68,2.01,1,c13bf718-398,activa,206.75,140.19,5194.23,1672.06,1,3,a4205769-48b,activa,2024-02-26,821,500,0,sdv-id-yCtIDD,2026-04-13 03:32:22,0,0,15091209,0,1365.37,3DS,2,4517ea0c-4f81-47,87.152.183.18,"38.7223,-9.1393",0
be51a187-f10,autónomo,30,ES,Oeste,259,84.67,315.97,4.09,0,499e73ae-179,bloqueada,4996.84,5666.17,935.95,4460.18,0,1,5d7ca180-72f,activa,2025-07-07,322,3000,0,sdv-id-KmfwsE,2026-04-24 08:41:19,1,0,430729,1,40.86,3DS,2,8957fc0e-cde8-45,87.36.255.30,"41.3874,2.1686",0
9a6a109c-72d,persona,61,DE,Este,1251,488.48,1865.03,1.24,0,78dc06d6-c4f,activa,6299.69,5355.69,5098.4,21951.67,0,3,698ced7a-054,activa,2025-07-05,333,3000,1,sdv-id-cHjdse,2025-12-23 19:51:56,1,0,789511,1,212.61,PIN,1,64f857e1-a603-4c,95.229.182.207,"37.3891,-5.9845",0
3e234f09-fb0,empresa,45,FR,Oporto,2888,29.93,1582.45,10.66,1,75c62f36-ee6,suspendida,59.74,85.95,246.82,5797.86,2,4,a89cdf31-d70,activa,2022-05-16,1499,3000,0,sdv-id-ccBHqo,2026-05-10 16:37:14,1,1,7157898,1,39.49,3DS,2,70d60179-487e-44,86.32.185.93,"39.4699,-0.3763",0
0b509b0d-6aa,persona,40,DE,Lazio,2643,302.62,394.12,7.36,0,76941e22-f77,activa,3727.38,4810.73,1984.34,7703.35,0,4,cb983f4e-518,activa,2026-04-27,22,2000,1,sdv-id-cOocMY,2026-01-19 21:08:07,0,0,198091,0,157.81,firma,2,c7b941d7-f03c-4d,86.3.101.164,"52.5200,13.4050",0
6b71f8ca-234,empresa,72,ES,Centro,1152,734.95,511.74,1.26,0,c3a6ed63-c0e,activa,48.44,47.53,14691.67,3849.26,2,3,e9a6edcd-21d,activa,2024-05-15,720,1000,1,sdv-id-dhqTAJ,2026-01-11 06:53:29,1,1,256307,3,1424.98,huella,2,8dd7c1b7-5206-44,87.238.36.149,"40.4168,-3.7038",0
686135a8-a54,empresa,44,ES,Sur,2926,789.81,2844.41,2.96,0,c9f5df4a-e88,suspendida,6465.16,7148.29,17952.28,44782.73,4,1,d09eece6-339,activa,2024-04-04,803,3000,0,sdv-id-zghPor,2026-01-16 09:27:55,0,0,1644578,2,94.95,firma,2,644b350a-dda2-48,86.44.95.118,"48.8566,2.3522",0
4d98040c-518,premium,50,PT,Sur,3505,56.96,170.82,3.01,0,4e879be6-b42,suspendida,2463.12,2922.43,435.17,2698.11,6,1,10afe24a-24e,activa,2022-05-19,1478,1000,2,sdv-id-UevZuj,2026-04-06 03:36:39,1,0,11,1,596.71,PIN,2,07f96295-0239-43,86.56.79.14,"41.9028,12.4964",0
b29b7834-ad3,persona,68,IT,Oeste,663,852.72,276.67,0.69,0,57df0baa-4ad,suspendida,8956.53,9651.68,3645.3,30007.53,1,1,f54f730d-23a,activa,2022-09-25,1362,3000,0,sdv-id-RGUJsG,2025-11-21 06:09:46,0,0,0,6,462.94,3DS,3,8caad53b-0a17-41,90.223.93.244,"43.2965,5.3698",1
eab3c57a-59c,persona,19,PT,Algarve,1055,676.68,1239.74,6.48,0,195eaf0e-180,activa,13569.45,12960.96,27737.02,12.22,0,2,981c5117-7e2,activa,2023-12-31,890,1000,0,sdv-id-FfrpUk,2025-12-26 11:39:13,0,0,682,7,571.38,3DS,2,c0b3179e-43ef-48,86.126.221.22,"45.4642,9.1900",0
abdb4118-375,autónomo,55,DE,Este,251,359.99,1032.99,4.26,0,a0d9971a-c10,activa,1490.3,2210.4,2172.41,59791.41,1,4,610d6bb2-a66,activa,2023-12-01,892,500,0,sdv-id-xfwBXT,2026-05-02 05:43:50,1,0,7385,2,308.08,3DS,2,93db1e7d-0a97-42,86.44.117.246,"53.5511,9.9937",0
6b62d5ec-7f2,persona,70,ES,Sur,2665,1596.4,2.16,1.07,0,148c4b4b-507,activa,4343.96,6251.78,173.87,14400.66,5,6,7849daa2-fd7,activa,2021-12-30,1621,3000,0,sdv-id-XlqZLw,2026-03-29 16:36:05,0,0,293936,0,158.62,3DS,1,018b351c-9019-46,90.44.140.178,"39.4699,-0.3763",0
4340c275-201,persona,66,ES,Este,644,2468.14,641.64,3.45,0,bfc0287c-b61,activa,1314.0,1017.72,2107.59,16.2,1,2,596580ad-84d,extraviada,2024-08-26,631,1000,1,sdv-id-wtpLxJ,2026-03-12 12:24:31,0,0,2763436,0,55.41,huella,2,928ad092-9a4e-46,86.55.52.111,"48.8566,2.3522",0
69df5827-3cf,empresa,42,ES,Sur,468,1865.2,981.8,3.57,0,4884cc13-21d,activa,4473.49,4766.03,1034.43,5739.01,4,3,fa204eaa-fc7,extraviada,2025-09-11,247,500,0,sdv-id-BCpCPv,2026-03-06 05:48:53,1,0,1577338,0,390.46,3DS,2,a546e5c7-4cb0-4f,87.253.142.253,"48.8566,2.3522",0
517555b7-c4e,persona,50,ES,Toscana,1613,2113.68,721.55,2.26,0,f24f1fee-b3e,activa,3553.62,3966.08,1071.17,13021.02,2,5,13640c34-6ac,activa,2025-04-16,417,3000,0,sdv-id-AobjaI,2026-05-13 08:39:35,0,1,251954,2,380.03,PIN,2,1e602a48-dc9e-49,86.140.32.241,"52.5200,13.4050",0
70c45cdc-200,persona,45,ES,Toscana,1096,1665.81,76.5,1.37,0,9606aceb-ee4,activa,115.66,65.26,19674.79,6475.9,2,3,8249e127-82d,activa,2021-11-25,1652,3000,0,sdv-id-NLCjmT,2026-01-28 14:27:13,0,1,39694,1,157.81,contactless,1,e7c035e8-e661-4a,86.159.190.240,"45.4642,9.1900",0
b1228f7c-635,autónomo,26,FR,Norte,3032,454.22,201.1,3.06,0,0292e6f8-714,activa,107.86,132.77,15404.29,12079.73,1,2,cc72067b-774,activa,2025-06-09,346,2000,0,sdv-id-grlExE,2026-02-01 03:42:59,0,0,491749,1,747.91,3DS,2,cdef9b7c-b9bd-44,90.126.42.23,"37.3891,-5.9845",0
cc291593-88a,autónomo,47,ES,Baviera,2678,1288.8,108.6,9.44,0,78ad0887-d53,activa,177.27,164.02,17636.96,3137.35,0,3,1a785dcd-e69,activa,2022-05-04,1514,3000,0,sdv-id-TluKIw,2026-04-02 00:18:05,0,0,143218,1,660.19,PIN,2,2765bf97-4c4e-42,86.77.228.101,"43.2965,5.3698",0
fd1421ab-543,empresa,41,ES,Toscana,3135,165.74,63.01,3.44,1,7726cb3e-f24,activa,7370.3,6854.95,2566.08,9735.09,3,1,eda27235-cc6,activa,2022-10-26,1325,3000,1,sdv-id-NDmywa,2026-01-20 07:47:40,1,1,1806015,3,579.22,3DS,2,97f8b5b9-3948-4f,87.228.97.155,"38.7223,-9.1393",0
7bb6ed49-bd3,persona,25,ES,Provence,1061,257.31,605.17,0.72,0,f9cc79fa-9ba,activa,4344.96,3817.59,808.49,14514.34,10,2,64acdcdb-8b5,activa,2023-12-06,903,3000,0,sdv-id-lVuJrQ,2025-12-31 06:56:48,0,0,10351,1,1342.96,3DS,3,847aee9d-9f08-4f,90.210.48.225,"52.5200,13.4050",0
8fbd3dc0-f77,empresa,59,ES,Este,268,1113.39,1459.53,3.62,1,82e92ad1-399,activa,1690.18,1872.38,2028.35,3484.83,1,2,588308a2-916,activa,2022-08-30,1373,3000,0,sdv-id-CwkJkZ,2026-05-09 13:39:21,0,1,35695,1,1196.71,huella,1,912c444f-7129-4d,86.230.252.189,"37.3891,-5.9845",0
e89464d3-ac3,persona,73,ES,Baviera,1718,1371.71,80.79,0.67,0,09fdd83c-587,activa,3391.29,4608.23,2592.05,1760.41,0,1,9fe036c5-d0b,activa,2024-10-24,603,2000,0,sdv-id-gwqArS,2026-03-01 15:16:39,0,0,3075,0,183.96,firma,2,e3b7ec0c-8ac6-40,86.191.104.225,"48.1351,11.5820",0
493cf962-7ae,persona,57,DE,Sur,2037,371.41,175.18,0.95,0,1223b7a4-497,activa,40.25,20.62,2943.04,24.83,2,3,cbf3b823-4f9,robada,2023-12-10,937,5000,0,sdv-id-lQbRka,2026-05-04 12:03:11,0,1,117,0,505.83,PIN,1,004f19fe-fd83-4d,86.93.174.89,"48.1351,11.5820",0
8689ec94-e70,empresa,45,PT,Norte,1426,45.45,188.71,1.08,1,58c622ad-00c,activa,3345.71,3198.66,724.6,4924.77,9,0,d854ac57-ccf,activa,2022-01-24,1573,1000,0,sdv-id-cHvdfQ,2026-01-21 23:49:22,0,0,28861,7,126.52,PIN,1,2163865a-7ec8-44,86.102.61.12,"48.8566,2.3522",0
8e88bb7f-28e,persona,59,ES,Sur,800,597.34,351.77,1.86,0,e0a37e85-479,activa,12499.58,12069.8,13976.73,2330.12,6,2,6356237b-c5b,activa,2024-09-26,579,1000,1,sdv-id-GulPmq,2025-12-19 00:57:37,0,0,35062,1,2.54,PIN,2,8fcd22e9-74cf-45,86.22.14.173,"40.4168,-3.7038",1
ad1d3a51-9a8,persona,75,ES,Este,3558,687.91,542.9,9.23,1,0ed67067-94c,activa,679.03,1228.18,591.36,30303.36,0,1,765d7a2f-b5d,activa,2022-12-09,1286,500,0,sdv-id-ONjOKw,2025-12-23 18:18:10,0,0,180,0,765.52,3DS,1,cb8704b4-d800-48,86.241.116.39,"37.3891,-5.9845",0
d4e99d81-55c,autónomo,26,FR,Provence,2435,462.96,945.05,19.63,0,472316ae-037,activa,550.29,549.52,31639.36,876.05,2,3,8229db7c-4ac,activa,2022-04-03,1531,500,2,sdv-id-PNbQAB,2026-05-11 20:57:06,1,0,51800,1,1094.7,huella,2,9e0a8a24-4f59-48,86.112.3.103,"40.4168,-3.7038",0
06f9a1d1-0e4,persona,73,IT,Lombardía,1952,1179.12,336.14,6.84,0,f149df6e-97d,bloqueada,1937.17,2181.59,4969.47,23349.66,1,0,ad8643b5-e21,activa,2024-08-20,652,500,2,sdv-id-VlgUgt,2026-04-19 12:17:27,0,0,32227,11,77.7,PIN,0,0102ff20-d6a6-4d,87.241.112.13,"41.3874,2.1686",0
5c376a1d-d39,persona,33,ES,Bretaña,2020,875.66,1410.59,3.65,0,1e9dd556-21a,activa,1539.2,1314.59,18463.56,943.79,6,3,178be2ec-d53,activa,2025-04-23,392,500,0,sdv-id-rlIMcm,2026-01-13 13:13:12,0,0,56895,1,1011.39,PIN,2,a0093eb9-c07e-4e,86.180.208.202,"45.7640,4.8357",0
c8fe40de-bb2,persona,19,ES,Oeste,949,3188.83,647.07,0.92,1,73ebe146-44b,activa,1928.99,2963.07,916.22,2650.56,0,1,6bbb5ba8-eb5,caducada,2022-04-04,1494,2000,1,sdv-id-mZHmzC,2026-02-01 14:44:14,0,1,831669,3,194.78,PIN,1,91dba462-de98-40,86.81.32.246,"48.1351,11.5820",0
81c3f492-588,autónomo,68,IT,Norte,2692,134.26,199.18,2.31,0,57f430c5-5f0,activa,1652.59,2246.95,712.02,200.56,1,2,72a864ab-a16,activa,2024-06-22,730,5000,0,sdv-id-fjqUnr,2026-01-19 04:05:21,0,0,389419,0,623.55,PIN,1,939da7cd-3cf5-4a,86.107.222.28,"43.2965,5.3698",0
cc1d9592-af1,empresa,65,ES,Centro,1526,1413.16,389.79,5.73,0,abb55f23-0fb,activa,12224.03,11498.01,2629.84,3131.92,4,1,ccbf99f6-2f4,extraviada,2022-08-15,1382,2000,0,sdv-id-LNaMKQ,2026-01-07 03:39:59,0,0,10140,3,71.79,3DS,1,cfbfa8d4-c0e2-46,86.148.93.253,"37.3891,-5.9845",0
00b520fb-4aa,autónomo,47,ES,Île-de-France,1284,494.37,809.12,9.88,0,112823da-7eb,activa,110.46,107.62,49037.64,2078.86,1,2,87dc9c17-d69,activa,2022-08-09,1405,1000,0,sdv-id-RjWNCH,2026-03-04 03:05:29,0,0,177999,5,428.72,PIN,2,317f6b4b-15b2-45,90.6.110.242,"48.1351,11.5820",0
483fa342-fdf,autónomo,68,ES,Normandía,802,1856.1,54.49,1.7,0,8f54f0be-990,activa,5782.89,5909.74,15291.35,5760.14,7,2,d7ec1f99-100,activa,2023-07-19,1071,1000,0,sdv-id-UjBRiS,2026-04-22 12:09:59,0,0,2903956,0,788.01,3DS,3,e9c5f267-a36f-4a,86.152.191.170,"41.3874,2.1686",0
2aaa3247-2e7,empresa,30,FR,Toscana,149,1420.69,1355.36,3.23,0,69c9511d-cbb,bloqueada,321.9,235.0,307.59,6709.89,2,0,45753742-fed,activa,2023-05-08,1082,2000,0,sdv-id-vlzWKJ,2026-01-21 06:40:37,1,0,367913,2,1544.74,3DS,1,a8e8778d-8fbb-43,90.155.215.200,"43.2965,5.3698",0
a9ee7faa-937,persona,67,FR,Provence,185,176.85,92.19,1.43,0,2f3735d4-18e,activa,8264.84,6832.42,794.23,56.27,9,1,e494626a-07e,activa,2024-05-19,770,1000,0,sdv-id-SitXCU,2026-02-07 01:01:30,0,1,2369472,0,549.99,3DS,1,e143fe58-2d0d-46,86.183.30.96,"37.3891,-5.9845",0
2777fdf7-c09,persona,82,ES,Oporto,1675,2398.25,871.52,1.19,0,c72d09e3-233,activa,350.25,329.09,8608.42,7535.17,1,1,7d6b6835-ba0,activa,2021-06-09,1808,2000,0,sdv-id-SHaQLj,2026-01-02 17:22:24,0,0,17398,0,337.14,3DS,2,69634203-0675-44,85.216.124.137,"52.5200,13.4050",1
47e412f7-7a7,autónomo,68,IT,Berlín,1607,2153.22,1252.51,2.14,0,b4262269-71c,activa,1448.92,1772.88,396.26,11402.1,1,1,2ae32cb7-f36,activa,2026-04-20,29,2000,0,sdv-id-zxaSJv,2026-01-24 18:25:50,1,1,1147506,2,398.53,3DS,2,d8624055-6121-45,86.151.239.34,"48.8566,2.3522",0
ddd38aca-007,autónomo,83,ES,Berlín,1406,150.67,2069.54,0.88,0,007160eb-8b0,activa,1615.55,1826.34,119.73,8977.93,1,4,8bec7ff1-83b,activa,2026-04-14,34,1000,1,sdv-id-VJXICx,2026-04-29 09:40:39,0,0,3935822,2,4.2,PIN,2,cba8b6ca-caad-41,90.246.101.167,"45.7640,4.8357",0
e4a16152-e22,autónomo,80,DE,Bretaña,2687,357.79,499.73,4.66,0,3f7e14b7-63a,activa,336.53,428.56,117.31,1443.9,0,4,d31825de-320,activa,2024-09-28,609,2000,0,sdv-id-LohFew,2025-11-22 19:32:48,0,0,1319930,0,21.68,PIN,3,c280653a-b6f6-4a,86.217.113.105,"53.5511,9.9937",0
68915d15-62e,empresa,48,DE,Île-de-France,2607,11.06,1849.18,9.62,1,ee72dec2-63e,bloqueada,394.83,401.57,73.66,36.75,2,2,7b880643-2ad,activa,2022-10-13,1376,2000,0,sdv-id-acMTrW,2026-04-24 02:08:01,0,0,6946187,1,258.04,PIN,3,ea232d5f-d733-42,90.221.47.137,"48.1351,11.5820",1
bfb8ae13-8cc,autónomo,83,ES,Oeste,2667,1342.8,355.74,8.28,1,bd7f918a-0f7,activa,5175.6,5365.21,130.85,472.66,1,3,98954603-d3a,activa,2021-07-27,1769,1000,1,sdv-id-DbnzIX,2026-01-09 00:08:05,1,0,345685,0,14.86,firma,2,896c692b-f46d-43,86.216.29.183,"37.3891,-5.9845",0
da6815f5-b67,premium,24,DE,Île-de-France,1808,3693.44,239.9,1.52,0,fed8f605-937,activa,1300.91,642.06,9540.04,11381.93,7,1,1edcd5ce-eff,activa,2023-11-27,900,1000,2,sdv-id-zGDPfA,2026-01-28 15:34:53,1,0,49,1,13.71,3DS,2,3aec844a-b883-43,90.57.80.248,"48.1351,11.5820",0
abd0c0bc-55e,persona,53,FR,Hamburgo,136,835.57,20.98,4.49,0,14913b22-5a3,activa,1036.34,1320.94,29700.04,3524.89,1,2,b8531250-e0f,activa,2023-07-26,1072,500,0,sdv-id-mfyypQ,2025-12-17 04:31:09,0,1,1165929,1,48.79,huella,2,a7176e38-344a-42,87.134.8.148,"41.3874,2.1686",0
00b520fb-4aa,persona,76,ES,Sur,95,507.9,555.59,1.76,0,603b1d7a-c16,cerrada,948.44,877.17,51.12,281.96,2,0,8922d4eb-a2b,activa,2023-09-14,1019,1000,0,sdv-id-xkdepk,2026-01-01 03:48:42,1,0,982137,0,269.9,PIN,3,3504d66d-4a2b-4b,86.113.61.129,"40.4168,-3.7038",0
2fbb0f6a-29c,premium,81,IT,Hesse,361,762.04,632.15,3.55,0,2f3735d4-18e,activa,2818.6,4162.8,10975.71,17344.9,1,4,2453e4a3-ccc,activa,2022-05-23,1483,3000,0,sdv-id-YCdTEU,2026-03-04 09:30:08,0,1,2090587,0,239.29,PIN,2,32d21f7a-fcf9-4a,86.68.49.220,"53.5511,9.9937",0
1e0a640c-7e6,persona,76,ES,Hesse,3138,86.88,1127.48,1.17,0,e4e303f6-03b,activa,2437.88,3578.86,599.09,25.15,1,1,aecfcb6e-a2a,activa,2024-03-01,810,500,1,sdv-id-IHxACM,2026-05-12 02:26:36,1,0,2666938,3,63.07,firma,1,d8e655b6-1900-4b,86.107.3.244,"41.9028,12.4964",0
1cc6fbb3-a50,empresa,41,ES,Este,755,102.6,769.43,10.4,0,b86b1a9e-d12,activa,2895.12,3918.23,1306.82,8575.25,5,1,e0df5b49-ae7,activa,2025-01-11,499,3000,0,sdv-id-tEKAQw,2026-04-30 11:38:35,0,0,13541952,4,1107.51,3DS,1,b6fd9661-41fa-40,86.33.235.141,"48.1351,11.5820",0
6b9fa156-298,premium,28,ES,Normandía,397,710.26,534.41,2.6,1,2a7e9567-85a,activa,1455.98,1217.87,4448.19,1081.79,6,1,6a64cde5-386,caducada,2025-06-15,353,2000,2,sdv-id-ZzzCMl,2026-04-16 10:12:13,1,0,5978158,0,626.0,PIN,2,a89ea948-c83f-40,90.178.166.56,"40.4168,-3.7038",0
b709f292-102,autónomo,30,ES,Hesse,1162,1687.95,160.75,0.85,0,53d0e6e3-1c4,suspendida,11731.0,13809.21,1636.37,677.48,2,4,24efe958-00e,activa,2023-11-11,918,500,0,sdv-id-zbMcKD,2025-12-28 04:57:38,0,0,737222,4,873.32,PIN,3,155fb7d2-d92f-47,90.170.106.144,"45.4642,9.1900",0
099e2a67-4f7,empresa,47,ES,Baviera,3173,26.34,975.98,13.55,1,cd59a558-0f1,activa,87.79,123.3,17803.94,255.45,3,2,17cd86ad-e35,activa,2022-08-01,1423,500,0,sdv-id-PRRZXa,2026-03-06 23:51:18,0,0,1608848,3,2255.22,firma,1,ca396ec0-c18a-4b,86.168.201.83,"40.4168,-3.7038",0
9ae3e2e5-036,persona,49,ES,Provence,1455,176.86,520.04,5.88,0,fd2a24bd-6b7,cerrada,559.52,686.2,214.01,142.07,5,3,ae3caed7-50c,activa,2022-05-05,1479,2000,0,sdv-id-aJLyRh,2026-02-14 12:59:11,0,0,375,0,95.29,huella,3,985c12f3-b367-4b,90.150.49.66,"43.2965,5.3698",0
8b7d0c51-9e8,persona,42,FR,Provence,1991,135.34,169.82,1.64,0,88dd8429-56d,activa,4566.75,4017.05,1948.24,1786.59,1,1,caff554c-dbc,activa,2025-02-28,446,2000,0,sdv-id-SWuZPd,2026-03-24 17:07:15,0,0,9576129,1,1202.81,PIN,2,406a14b7-962b-4d,87.155.6.244,"45.7640,4.8357",0
7451cf59-81e,persona,24,PT,Bretaña,2115,861.61,929.54,4.97,0,5fc100ba-868,activa,120.27,141.02,9384.68,6731.53,0,1,fd46fa6d-906,activa,2025-04-02,414,1000,0,sdv-id-oTGRjx,2026-01-30 16:22:34,1,0,11077646,5,214.41,PIN,2,32fe8f47-84cc-43,86.135.76.174,"40.4168,-3.7038",0
919f92eb-755,persona,67,DE,Campania,2459,687.32,290.7,1.75,0,3a42470d-4d0,bloqueada,2674.95,2158.35,6923.8,3873.05,2,2,aa26cd83-f13,activa,2022-10-21,1319,2000,1,sdv-id-sVsxBO,2025-11-26 21:56:47,0,0,14610,0,1504.97,huella,1,9777bad9-39b9-4b,90.254.124.136,"41.3874,2.1686",0
befbf66d-bfa,autónomo,48,ES,Lombardía,2963,311.74,1556.67,6.89,1,ef452870-915,activa,21686.57,21173.07,4884.88,595.02,4,3,6cac78cc-ff5,activa,2022-08-12,1372,3000,0,sdv-id-OBubnN,2025-12-31 00:06:39,0,0,6574499,2,339.68,huella,1,36bb7942-b641-40,87.80.117.139,"40.4168,-3.7038",0
c46d8ff8-fc0,premium,36,FR,Bretaña,328,93.46,937.93,7.98,0,0b2c7d8d-90f,activa,80.67,56.72,31240.81,11.05,7,0,bd5a9f37-7e0,caducada,2023-01-04,1276,2000,0,sdv-id-JiGEWK,2026-04-02 02:56:08,0,0,3250238,2,7.23,PIN,1,6085cbb3-6d39-41,86.67.238.52,"37.3891,-5.9845",0
52bdd756-288,autónomo,76,FR,Normandía,3346,158.57,168.3,5.66,0,8050dcdb-2f3,cerrada,1663.79,2363.43,1624.55,4745.86,3,1,bd5ee54d-194,activa,2023-07-27,1031,500,0,sdv-id-tMgcaW,2026-03-27 15:20:22,0,0,293150,3,145.0,PIN,2,be9a6811-c17a-47,86.220.22.232,"39.4699,-0.3763",0
